,event_hash,variable,place_hash,name_cleaner_a,name_cleaner_b,rex_match,string_dist_osa
18354,c4495397b643720c,V9,fbf44eb5e8e65574,mac connell,tighnabruaich estate,0,18
5722,31c649e0129a9ce0,V2,d798eb6541f9ab4a,macallisters farm,larash ol doinyo,0,15
5725,31c649e0129a9ce0,V6,ad5846854b36d29f,macallisters farm,monte carlo ranch,0,15
5728,31c649e0129a9ce0,V9,b6e84beaf8ad60f6,macallisters farm,ol doinyo larash,0,15
9403,593ed9317d80caa3,V7,4a282a9d7ae9c36d,magomano estate,mugutha,0,12
9402,593ed9317d80caa3,V6,3c60fe8885978e76,magomano estate,park,0,14
9401,593ed9317d80caa3,V2,8c7119ffde96c862,magomano estate,ruiru,0,15
9404,593ed9317d80caa3,V9,fbe9852f04676923,magomano estate,theta,0,12
9405,593ed9317d80caa3,V10,3747a30d1813349f,magomano estate,thetaroad,0,12
15440,9ddb3078ebac3429,V9,b2b2e6973061cbe0,maguga,iambaa,0,4
15439,9ddb3078ebac3429,V6,34f95cc1a2882097,maguga,muguga jet settlement,0,16
12744,7f29c1c12f1454b4,V8,b58809981fb9891d,maguga forest,nderi kari nrb road,0,16
12745,7f29c1c12f1454b4,V10,e8cf849135d7b764,maguga forest,nderisublocation,0,15
1588,0c4740c5f1455965,V2,5bb9c972e968b68d,magumoni,bush camp samburu,0,15
20252,e3b87050773e2005,V1,02e1535d00630a04,magumoni,gaciongokanyengya,0,14
4021,21147dc19106d523,V10,7f6e2ef5ab2611ab,magumoni,kamaindi sublocation,0,15
1590,0c4740c5f1455965,V4,da1fdf5708ad6db4,magumoni,kind fund ngaremara,0,17
4934,29f816a1c7f3b6e4,V6,3d0937e21bb40833,magumoni,mukuuni sublocation,0,15
1589,0c4740c5f1455965,V3,4b864e4d73674c04,magumoni,ngare mara childrens home borehole catholic diocese,0,46
1587,0c4740c5f1455965,V1,5fcf6d062d0366ab,magumoni,ngare mara gate shallow well,0,24
1596,0c4740c5f1455965,V10,447efa0d8718e7a8,magumoni,ngaremara primary school,0,20
13921,8df2d1f6546229d8,V2,f3eea2fd640e5a40,magumoni mile strip,njuri,0,16
13923,8df2d1f6546229d8,V8,3595417e3deb4163,magumoni mile strip,nturi,0,16
13922,8df2d1f6546229d8,V6,73055dba10c58a94,magumoni mile strip,thoita,0,16
785,0673103adaf71c58,V5,a5c38b4947be1ff4,maiella,masai border naivasha,0,16
784,0673103adaf71c58,V3,979630b4db1fc15a,maiella,narasha gate,0,10
789,0673103adaf71c58,V10,3f50891da4ceb8fc,maiella,ogaria,0,6
788,0673103adaf71c58,V9,a0dd8bf5ca86e331,maiella,olkaria,0,6
786,0673103adaf71c58,V6,52bef92d8b6d66dd,maiella,olkaria ii,0,8
11089,6d1685d1f67ace39,V6,437cf1cc0d8dc719,maiella farm,longaria,0,10
11087,6d1685d1f67ace39,V3,979630b4db1fc15a,maiella farm,narasha gate,0,8
11091,6d1685d1f67ace39,V8,3f50891da4ceb8fc,maiella farm,ogaria,0,10
11090,6d1685d1f67ace39,V7,a0dd8bf5ca86e331,maiella farm,olkaria,0,9
11088,6d1685d1f67ace39,V5,52bef92d8b6d66dd,maiella farm,olkaria ii,0,10
11092,6d1685d1f67ace39,V10,c7679ef34ba99472,maiella farm,orgaria,0,10
4226,22e2181021b814ea,V6,6114ae1345c95429,maihe,gicharani,0,8
4225,22e2181021b814ea,V3,463effc4b4d3ab6a,maihe,maiaihii,0,4
1722,0d3cf5eee9dffacb,V7,c7c013fa3200cfae,main forest,lugga,0,11
1721,0d3cf5eee9dffacb,V6,bec11e944c825254,main forest,mavara,0,8
1723,0d3cf5eee9dffacb,V10,529687ad64c256ae,main forest,nzanzeni,0,9
1720,0d3cf5eee9dffacb,V5,eb210124c2aedc44,main forest,tana river,0,8
1719,0d3cf5eee9dffacb,V3,32cac846a1a3c9dc,main forest,tseikuru,0,10
1718,0d3cf5eee9dffacb,V1,c7994343f737f116,main forest,usueni,0,10
1085,09117d1198fb1965,V6,8b91795e34c6a620,mairo,chinga,0,5
1084,09117d1198fb1965,V5,e90f98f8af755f50,mairo,chinga forest snr,0,15
1083,09117d1198fb1965,V2,6a9e678b57e4956f,mairo,gikigie sublocation,0,17
8877,52da8ce892b75d19,V6,2d578a8e973e0d62,maji ya  cumvi,d490 ruiriisiolo,0,15
11112,6d3675f9a00c3622,V2,714f1688bfcf0a26,makindi,fort hall  thika road,0,19
11114,6d3675f9a00c3622,V6,2389e180c96065cd,makindi,kenyacannersplantations,0,20
13350,86303651b5357f64,V4,714f1688bfcf0a26,makindi swamp,fort hall  thika road,0,18
19015,cfae4ec4a9f325c5,V2,064814f36c0e4eee,makindi swamp,kenya canners plantations,0,21
19016,cfae4ec4a9f325c5,V4,2389e180c96065cd,makindi swamp,kenyacannersplantations,0,19
20341,e5912426dd9ca1ed,V2,ff9ff975a2358489,makungi,north kinangop,0,11
20344,e5912426dd9ca1ed,V5,32fd1d008b841908,makungi,phillips farm,0,13
20343,e5912426dd9ca1ed,V4,aa0113d98ce36d73,makungi,sasin,0,5
20345,e5912426dd9ca1ed,V9,accc3a9572dc5dc8,makungi,sasini,0,4
10006,5f7e69b14ba80007,V2,ff9ff975a2358489,makungi farm,north kinangop,0,13
10009,5f7e69b14ba80007,V5,32fd1d008b841908,makungi farm,phillips farm,0,8
10008,5f7e69b14ba80007,V4,aa0113d98ce36d73,makungi farm,sasin,0,10
10010,5f7e69b14ba80007,V9,accc3a9572dc5dc8,makungi farm,sasini,0,9
9966,5eebf0af68dc8a8b,V2,97286d6b27a9093b,makuyu,gathungururu,0,9
9965,5eebf0af68dc8a8b,V1,a159690d260a7dd7,makuyu,huhi,0,5
18676,ca4b5f1261c879b1,V1,7f10462c2ecf80cf,makuyu,kambiti,0,6
18678,ca4b5f1261c879b1,V5,e720e1e7272ebd88,makuyu,kambiti estate,0,13
8629,5079f83329f06c57,V3,9cbce4feb34606dc,makuyu,katibanga estate,0,15
8628,5079f83329f06c57,V2,88d94d5e59aa7301,makuyu,katibangi estate,0,15
18679,ca4b5f1261c879b1,V8,c4266aae035b2aee,makuyu,tana hydroelectric power station,0,30
18680,ca4b5f1261c879b1,V9,694c5edf40bab8bc,makuyu,tana power station,0,17
18677,ca4b5f1261c879b1,V3,7a096cbe0990e4c7,makuyu,thikasagana main road,0,19
3186,19f8a4d849c3748d,V2,c0e858d0b64124f5,makuyu golf club,iveti,0,16
3189,19f8a4d849c3748d,V8,eabd4e2bf5e2d959,makuyu golf club,north kaptei,0,15
6650,3bca9dd2d99593ee,V9,26af8deec09d7ff8,makwe,kigiosublocation,0,15
6647,3bca9dd2d99593ee,V3,1bc692543906c2a9,makwe,mununca,0,6
16463,ab0a49fc34b30172,V7,af8cdfceec8dc818,malik smills,hart,0,11
16465,ab0a49fc34b30172,V9,acf8d80531341e20,malik smills,levet,0,11
16464,ab0a49fc34b30172,V8,93d811b3c1a32546,malik smills,levets farm,0,11
16461,ab0a49fc34b30172,V2,187bead12701b602,malik smills,lilibeto,0,10
16407,aa32fc72151fd8a2,V4,d4cc1016500abde0,malik smills marmanet forest,breiteneach,0,25
16408,aa32fc72151fd8a2,V5,b5bef0a30af390f8,malik smills marmanet forest,marmanet,0,20
16406,aa32fc72151fd8a2,V3,04bbab442007c2fe,malik smills marmanet forest,marmenet,0,21
16410,aa32fc72151fd8a2,V8,fac84d70dfcf7c46,malik smills marmanet forest,nyahururu,0,26
16409,aa32fc72151fd8a2,V6,568d0f3d65b3a110,malik smills marmanet forest,shamenek,0,23
16405,aa32fc72151fd8a2,V2,ed1b32a29a4daeed,malik smills marmanet forest,trichardt,0,24
20117,e19e90bc7e7f9af8,V4,8adace2f20da00e2,maloneys,allan davies farm,0,14
20120,e19e90bc7e7f9af8,V7,3ad59f8e65cfb0e9,maloneys,allan davies land,0,14
20118,e19e90bc7e7f9af8,V5,8141ed665f175553,maloneys,davies farm,0,10
20115,e19e90bc7e7f9af8,V2,74f9e8b5ae7aaf4e,maloneys,kingongo,0,7
20123,e19e90bc7e7f9af8,V10,622bb78245570f74,maloneys,mukaro,0,7
20116,e19e90bc7e7f9af8,V3,4d2ba8b0212f95b7,maloneys,municipality,0,10
20121,e19e90bc7e7f9af8,V8,7326e3b4c53bcfcb,maloneys,nyeri,0,7
20122,e19e90bc7e7f9af8,V9,24c6ff737e4b8f57,maloneys,nyeri settled area and aguthi,0,27
6248,385fae5c593107db,V10,09eb8f873feb741d,malvern,colville,0,6
6245,385fae5c593107db,V5,102753f24deb43d0,malvern,daubeny,0,5
6246,385fae5c593107db,V6,4a17814ffb77275f,malvern,jaffa bridge,0,10
6247,385fae5c593107db,V9,008fa70466ec2ce1,malvern,kisiguli farm,0,11
6244,385fae5c593107db,V4,74372ca27b35db79,malvern,rly llandles,0,11
1693,0d141714802abe7a,V10,09eb8f873feb741d,malvern farm,colville,0,10
1690,0d141714802abe7a,V5,102753f24deb43d0,malvern farm,daubeny,0,9
1691,0d141714802abe7a,V6,4a17814ffb77275f,malvern farm,jaffa bridge,0,11
1692,0d141714802abe7a,V9,008fa70466ec2ce1,malvern farm,kisiguli farm,0,8
1689,0d141714802abe7a,V4,74372ca27b35db79,malvern farm,rly llandles,0,12
15409,9d9388d9baf87224,V7,19568c82ed63a2f5,mananja estate,castle hill,0,12
15408,9d9388d9baf87224,V6,13db680e720822e5,mananja estate,hohnel peak,0,11
10462,6497cb35ce0bc0cb,V3,7a968ddd1be183b6,mananja estate,inoi,0,13
10469,6497cb35ce0bc0cb,V10,ea39c70f6243d4b4,mananja estate,kabaru,0,12
13370,867240b0c1595085,V1,f19142b5811908fe,mananja estate,kagumo,0,13
12262,7a240002207fbd33,V10,14eef98bbb42c8ae,mananja estate,kamweti,0,11
13373,867240b0c1595085,V5,8fe138df015171c1,mananja estate,karik sublocation,0,14
13372,867240b0c1595085,V3,013febdbb0774c29,mananja estate,kariko sublocation,0,15
13371,867240b0c1595085,V2,b1647ebb50a4f2c0,mananja estate,karikosublocation,0,14
13375,867240b0c1595085,V7,8b472282e75a0915,mananja estate,karisa,0,11
13374,867240b0c1595085,V6,578178a8443308b9,mananja estate,kerugoya,0,13
13376,867240b0c1595085,V9,fbda860371b21d99,mananja estate,kibingo,0,13
10466,6497cb35ce0bc0cb,V7,91232327280f6b2e,mananja estate,kiine loc,0,12
10465,6497cb35ce0bc0cb,V6,71112d6b79bdd746,mananja estate,kilno loc,0,12
10460,6497cb35ce0bc0cb,V1,164b4b1de7f37d42,mananja estate,location 17,0,13
10468,6497cb35ce0bc0cb,V9,6cc3bcaf893d7afd,mananja estate,meru district,0,12
10467,6497cb35ce0bc0cb,V8,a42678bb0d270324,mananja estate,mount kenya forest,0,13
12259,7a240002207fbd33,V3,5ad42011db8c071b,mananja estate,mt kenya,0,11
10461,6497cb35ce0bc0cb,V2,2a65658a32ddc0c1,mananja estate,nguniatrack,0,11
15406,9d9388d9baf87224,V2,9024b6b211e1f779,mananja estate,nyamindi east,0,10
15407,9d9388d9baf87224,V5,f0eb9aa04ce73d77,mananja estate,nyamindieast,0,11
10464,6497cb35ce0bc0cb,V5,ff50221bd7ebdecc,mananja estate,river keringa,0,13
12260,7a240002207fbd33,V8,3b507b863c49e581,mananja estate,river thiba,0,13
12261,7a240002207fbd33,V9,427200a4700a77f1,mananja estate,thuchi river,0,13
15849,a3ab7c5990156e90,V3,f0d89ad65c864dfc,mankiu res,githaruru,0,9
15851,a3ab7c5990156e90,V7,7450325aa84848db,mankiu res,kahuguini,0,8
15848,a3ab7c5990156e90,V2,06e203c6caf608a0,mankiu res,mutomo,0,8
15850,a3ab7c5990156e90,V6,13b8c17d9070ff8c,mankiu res,mwitiku,0,8
5349,2df38ed73f0041f1,V4,349c9c1236ca6905,manros farm,ccm angaine,0,11
5347,2df38ed73f0041f1,V2,4b53a7362ccad5e9,manros farm,saw mill,0,9
5350,2df38ed73f0041f1,V5,6a7462e6f031c289,manros farm,sawan,0,9
5351,2df38ed73f0041f1,V9,35519a7326bafda1,manros farm,sirimon,0,10
5352,2df38ed73f0041f1,V10,8aed4b82a65df64b,manros farm,sirimon track,0,10
10060,601117eec7bc7131,V10,1db36c71e6b7b5e7,mar manet,fenn hall,0,8
10059,601117eec7bc7131,V7,8b0288c47f0873c2,mar manet,olarabel,0,6
10057,601117eec7bc7131,V2,74de52f0c7c1a633,mar manet,olngarua,0,8
10058,601117eec7bc7131,V4,ea756f40c387d10a,mar manet,paton ker,0,7
2699,15eda308735e870a,V8,8feb02739098c026,maragua valley,forest,0,13
2698,15eda308735e870a,V7,774d3a5ba301d530,maragua valley,gachocho,0,12
2697,15eda308735e870a,V6,56c86e31530812b9,maragua valley,gachocho loc2,0,12
10491,64bd17d7da45b7e8,V10,12275aea781f0f95,maragua valley,gachocho sublocation,0,17
2701,15eda308735e870a,V10,31f06e11b07ffc60,maragua valley,gachochosublocation,0,16
2696,15eda308735e870a,V2,902dbcfed779baf4,maragua valley,gatumbi,0,12
2700,15eda308735e870a,V9,435aeb53101be51b,maragua valley,gatumbi school,0,12
10488,64bd17d7da45b7e8,V2,ed8b74474bf8d754,maragua valley,karega,0,10
10490,64bd17d7da45b7e8,V8,8c1ddc1a9abd1209,maragua valley,karege,0,10
10489,64bd17d7da45b7e8,V5,8d26fbe7dd772d4f,maragua valley,mariira,0,10
9425,599cca9c566dc045,V9,71de34e98fb1161d,maragwa river,gaikoigosublocation,0,17
9422,599cca9c566dc045,V2,b516ac9e34ea0c28,maragwa river,iregi,0,10
9424,599cca9c566dc045,V8,5f2b0d10f230c3cb,maragwa river,kangenga,0,11
20711,ec2bec0eba85d28f,V7,9a0a67dfce188a94,maranga,kagaari south,0,11
20710,ec2bec0eba85d28f,V5,001e63de73ddb82b,maranga,kithegi,0,6
20712,ec2bec0eba85d28f,V8,0a3616d6db79f676,maranga,nthagaiya,0,6
20713,ec2bec0eba85d28f,V10,1743ea199d2e1fcb,maranga,ryando,0,5
19748,db4d2f2a71a3d3af,V4,9a0a67dfce188a94,maranga hill,kagaari south,0,10
1383,0b408e416b3e7281,V3,e67e6848931cfe79,maranga hill,kathugu,0,10
19749,db4d2f2a71a3d3af,V5,0a3616d6db79f676,maranga hill,nthagaiya,0,8
1382,0b408e416b3e7281,V2,734ecbb115a25da5,maranga hill,nthagaiya sublocation,0,16
1384,0b408e416b3e7281,V7,b48b1c5cdde71929,maranga hill,nthagaiyasublocation,0,16
19750,db4d2f2a71a3d3af,V8,1743ea199d2e1fcb,maranga hill,ryando,0,10
9318,58188ce3ce787954,V3,c819d177bc9d3fab,marania,kinna,0,5
9319,58188ce3ce787954,V5,2b2f748843352c18,marania,meru national park,0,13
9317,58188ce3ce787954,V1,33207a132a086fa7,marania,rapsu,0,5
2360,12e5a70d7945d725,V8,c1008ea9fb63e9d4,mareru farm,hat the,0,9
2354,12e5a70d7945d725,V1,cf37cc90fd8392ef,mareru farm,minns mureru farm,0,7
2355,12e5a70d7945d725,V2,b690078eaeaf4a11,mareru farm,norris,0,9
2357,12e5a70d7945d725,V4,f1afa5c8e1a7eb64,mareru farm,norris farm,0,5
2358,12e5a70d7945d725,V5,4fe580bb31d5721d,mareru farm,norriss farm,0,6
2361,12e5a70d7945d725,V9,7b9c8205dd0d1d30,mareru farm,rn minns farm,0,8
12117,78cfbf7072d23da4,V7,f04ce35d8d4dd9f6,mariaini,haiahue,0,5
12118,78cfbf7072d23da4,V8,c0e4305a4f1a3e26,mariaini,kaiahwe,0,5
12120,78cfbf7072d23da4,V10,29642ec42d958181,mariaini,kaihungu,0,6
12119,78cfbf7072d23da4,V9,5c8b742d41be7ded,mariaini,kailawe,0,6
12115,78cfbf7072d23da4,V4,11461bb86d0a9307,mariaini,kayahwe,0,6
12116,78cfbf7072d23da4,V5,dfcf10a8426b11c7,mariaini,muchungucha,0,10
12113,78cfbf7072d23da4,V2,3ee99a263783cb41,mariaini,muchungucha secondary school,0,25
12114,78cfbf7072d23da4,V3,e08fea5fe8451ccd,mariaini,mushungushu,0,10
3767,1ec7a07978c36829,V8,03ac89673cb70ae1,mariashone timber company,dam,0,23
3766,1ec7a07978c36829,V7,f78ed6d584805000,mariashone timber company,elbaflora horticultural farm b,0,25
3765,1ec7a07978c36829,V5,ec6f259a86c6c7e1,mariashone timber company,gitiro,0,20
3768,1ec7a07978c36829,V9,a33cdc9d0d5b5049,mariashone timber company,marashoni,0,16
3764,1ec7a07978c36829,V2,f87a55541eefe7ab,mariashone timber company,mariathani,0,17
3077,194ace63c5321a69,V8,bbdca12b0ead08fa,mariene,githongo,0,7
3074,194ace63c5321a69,V4,5a63a4564abbcbcc,mariene,imenti central,0,10
3078,194ace63c5321a69,V10,b44d9922be55caed,mariene,kariene to kamurita,0,13
3075,194ace63c5321a69,V5,dffc99b5116b2c3b,mariene,katheri,0,5
3073,194ace63c5321a69,V3,20a53061f30f8c13,mariene,kinorosublocation,0,15
3072,194ace63c5321a69,V2,15eb5fb26f114812,mariene,miitinesublocation,0,15
3076,194ace63c5321a69,V7,80000deb8904cbe6,mariene,mugirirwasublocation,0,17
17307,b6ce62c7996e51ca,V5,ac44ae98387cd005,mariira,gichagiini sublocation,0,18
17305,b6ce62c7996e51ca,V3,835c18c483739ea0,mariira,gichagiinisublocation,0,17
7291,422d4a2c57f49e57,V6,d1dc2ae09c6dc38c,mariira,mariira primary school,0,15
21872,ff6c4e90d3558480,V3,850172f0342e39ee,marima estate,southern rift valley,0,16
19829,dc6692c809dc774f,V4,ba489b6f49c78438,marimira forest,kahuti sublocation,0,15
5123,2b77dbeaf7dcd6a5,V2,59cad5dcb2052a3a,marimira forest,nyeri othaya kiriaini road,0,20
15240,9be6a35902929eaf,V1,b5352c773cd555fa,marmanet,malik smills marmanet forest,0,20
20491,e92158cc0d0f9184,V3,1633a5018171a67d,marmanet,marmanet forest reserve,0,15
21608,fad57ed3737e2559,V1,c5aba7790f33b7d9,marmanet,mramanet saw mill no2,0,14
372,02d1795b44af3073,V10,d338422208f58d27,marmanet forest,baker,0,12
18342,c432e2c21605a02f,V1,d4cc1016500abde0,marmanet forest,breiteneach,0,13
19269,d31a58e80d60d1d1,V2,c39f32b3c3549654,marmanet forest,enaiposha,0,13
13295,85d1e7c10854fa84,V1,73763077edef9a1a,marmanet forest,kajiado,0,12
371,02d1795b44af3073,V6,350be12e66610e27,marmanet forest,kirima,0,13
19270,d31a58e80d60d1d1,V5,0255e2c002d85f5d,marmanet forest,lake naivasha,0,13
18228,c2d19e5786427de5,V6,5ed9a98357770ca4,marmanet forest,maeli saba,0,12
369,02d1795b44af3073,V2,19fedb2061a22779,marmanet forest,maina,0,12
18227,c2d19e5786427de5,V5,ae50b1182a8f89e2,marmanet forest,rwathia primary school,0,18
18483,c6af2b9b8bb71963,V3,22e19f10103a1dba,marmanet mill no1,dickinson,0,15
18485,c6af2b9b8bb71963,V5,74536555633fc2ad,marmanet mill no1,nyahururu forest,0,16
18487,c6af2b9b8bb71963,V7,3689a0fa9492a97e,marmanet mill no1,subuku,0,17
9179,562a7220d14b9526,V8,b5352c773cd555fa,marmenet,malik smills marmanet forest,0,21
10647,68511e22d26e24cc,V1,2d76759bc929273b,marmenet,ngubereti sublocation,0,18
16386,a9b4a631b1c5baed,V7,5e0d21627094d0e8,marshalls farm,browns dairy,0,10
16384,a9b4a631b1c5baed,V2,c2cb1e0489e2e74c,marshalls farm,glenleedle,0,13
16387,a9b4a631b1c5baed,V8,559cea05c27536ed,marshalls farm,gorge area,0,11
16388,a9b4a631b1c5baed,V9,4784f9f9a30e6e8e,marshalls farm,karati river,0,11
16389,a9b4a631b1c5baed,V10,a2511204ef4141d9,marshalls farm,karatisettlement,0,13
16385,a9b4a631b1c5baed,V6,4d86dfc87ae964fd,marshalls farm,kariandusi prehistoric site,0,22
16881,b0f152e0d9499df7,V2,3d449ad3d5ccbf8e,marula,naivasha airport,0,14
4091,2166fba974f191c0,V4,9cafe6c131ca7ddd,marula,naivasha creamery,0,15
5874,338c92723a4656be,V2,7c4a43f2be763c57,marula,nwlake 01 bolosant,0,15
9527,5b1114cfd2ff386c,V1,f54ba3dec0f57437,marula,sokoni naivasha urban,0,18
9528,5b1114cfd2ff386c,V2,1f37b5cd23d227fd,marula,sokoninaivasha urban,0,17
9631,5be730399cee2fc2,V2,cb11fbe489898085,marula estate,close to pringles house,0,19
9635,5be730399cee2fc2,V9,af5ab6d5ebc1cde7,marula estate,gilgil weigh bridge,0,16
9633,5be730399cee2fc2,V5,6e9d93ac94d83a35,marula estate,kenyatta polo ground,0,17
9636,5be730399cee2fc2,V10,86c454306375ed1e,marula estate,nairobinakuru road,0,15
3191,19f9a3cfd028ddc8,V1,0960714cd3f93ebc,marula estate,spirits packaging line,0,18
16518,abc86ffcefcc3d1f,V4,1520b1aaff766fe6,masai,enoomatathiansubsection,0,19
9437,59cdd0aa0951677b,V3,37c8706b426bc6ff,masai,keekonyukie section,0,17
9436,59cdd0aa0951677b,V2,7abd505e4c11b09f,masai,kekonyukie section,0,16
16520,abc86ffcefcc3d1f,V6,993bb5e75203c166,masai,nairobinationalpark,0,16
21503,f87ee98b365fb19e,V8,29fbacfd59d218c5,masai border naivasha,hells kitchen,0,19
21500,f87ee98b365fb19e,V5,be615e399181964f,masai border naivasha,hellss kitchen road,0,19
21499,f87ee98b365fb19e,V3,aa9259082b0ee0de,masai border naivasha,maiella,0,16
21502,f87ee98b365fb19e,V7,a96dab7ef2d20559,masai border naivasha,maiella estate,0,16
21504,f87ee98b365fb19e,V9,dabf8e0373a30cb8,masai border naivasha,maiella farm,0,15
21501,f87ee98b365fb19e,V6,fba8e98b2cacfea6,masai border naivasha,maiellaestate,0,16
21505,f87ee98b365fb19e,V10,979630b4db1fc15a,masai border naivasha,narasha gate,0,17
21498,f87ee98b365fb19e,V2,d12188ac857a234a,masai border naivasha,olkaria ii,0,17
8949,538f90d08a89e0ba,V10,46482c5de774d9a6,matara,kitengela hot glass,0,16
15461,9e0b28285faa7649,V3,ec7ae54b6102e079,matathia,endomatathian subsection,0,16
15462,9e0b28285faa7649,V7,fef7cd9cd2d450d3,matathia,matasia nursing home,0,15
15428,9dbce679b588cabe,V8,a03a1a756f5c53dc,matathia,matathia primary school,0,15
15426,9dbce679b588cabe,V6,dc802a9aac88acaa,matathia,mbau in secondary school,0,20
15425,9dbce679b588cabe,V4,c4db014cfcde7a2a,matathia,mbau ini secondary school,0,21
15460,9e0b28285faa7649,V2,a9e0ed38b00b6d77,matathia,ndaragu,0,7
15463,9e0b28285faa7649,V8,c5cef7e7b560ecbb,matathia,ol keri,0,7
15464,9e0b28285faa7649,V9,fda10e0837c90bbe,matathia,olkeri,0,7
15424,9dbce679b588cabe,V2,3fb6cdd161e5e457,matathia,vic church matathia,0,11
13798,8c647f9dbdbde004,V2,b56be6234c8ea204,mathioya,gacharageini,0,10
17853,bd08e1f77ae8a02d,V4,42d40a067770ab48,mathioya,gakiogo,0,5
17855,bd08e1f77ae8a02d,V9,e2b00ec890383287,mathioya,gathukiini sublocation,0,16
17854,bd08e1f77ae8a02d,V8,8ad551e6d12c5d97,mathioya,iawamumwe,0,8
13799,8c647f9dbdbde004,V4,6b912a78fb07badf,mathioya,kairo sublocation,0,14
13797,8c647f9dbdbde004,V1,2f4e7789ab5f656c,mathioya,kairosublocation,0,13
18038,c000e21123d6df8e,V9,e2b00ec890383287,mathoya,gathukiini sublocation,0,17
7457,4422b6eb7cb2d2a1,V3,02079ff3e49bac70,matungulu estate,kilima mbogo,0,15
7461,4422b6eb7cb2d2a1,V7,c4b53f6da527acc7,matungulu estate,mbogo kilima,0,13
7456,4422b6eb7cb2d2a1,V2,c4eeb3d2eb172ac2,matungulu estate,mcmillan estate,0,8
7459,4422b6eb7cb2d2a1,V5,5b192dd4997dfbeb,matungulu estate,ol donyo sabuk,0,14
7458,4422b6eb7cb2d2a1,V4,30874b486881a8c2,matungulu estate,oldoinyo sapuk,0,14
7604,45e8c1809c15edab,V2,43ae38e8151f7b29,mau narck,enabilibil,0,9
7605,45e8c1809c15edab,V5,fd846c294d15df7f,mau narck,endabilibil,0,10
7607,45e8c1809c15edab,V10,eaf06c754c3c7067,mau narck,endebessi,0,9
7606,45e8c1809c15edab,V6,cb289be48134705f,mau narck,illutot,0,9
13310,85f3a4ab8690dd93,V2,80f27b30b4d5295a,mau narok,meleli section,0,11
13311,85f3a4ab8690dd93,V3,9e391f612f571822,mau narok,melili section,0,11
8397,4e354d10f11ecb2b,V9,a977515829f64b49,mauds farm,gulmarg estate,0,11
8393,4e354d10f11ecb2b,V5,85b41e21bce5ba6d,mauds farm,gulmargestate,0,10
8391,4e354d10f11ecb2b,V3,aa907d6181384b52,mauds farm,ithuru,0,9
8395,4e354d10f11ecb2b,V7,7c05328afecedcc5,mauds farm,kamitiforestroad,0,13
8394,4e354d10f11ecb2b,V6,8790072c361861a7,mauds farm,katundaestate,0,9
8398,4e354d10f11ecb2b,V10,8b751dacb5f314ba,mauds farm,kilooma estate,0,11
8392,4e354d10f11ecb2b,V4,6e0030b52ed27c8c,mauds farm,kiloomaestate,0,11
8396,4e354d10f11ecb2b,V8,055066805d983c1a,mauds farm,lisura estate,0,10
8390,4e354d10f11ecb2b,V2,601ecad1acfc48a1,mauds farm,lisuraestate,0,10
1462,0bb8fc6c1a1945c0,V2,d013dfd048702fb7,mawiingo farm,mount kenya safari club,0,17
11450,70f7887678a42ec2,V2,c77dbcec3978be12,mawingo hotel,laikipia army base,0,15
18828,cd0a39ff27413b22,V1,eb3cba9d0d01bb7f,mbere,gitibore sublocation,0,17
18831,cd0a39ff27413b22,V7,4fd7df843ffbd999,mbere,gitiboresublocation,0,16
3401,1b196028af99dbf1,V4,bc7d57b49549defa,mbere,hkem,0,4
21369,f6546e85e40f9030,V2,a3efef96916f3c76,mbere,kanyuambora,0,8
21368,f6546e85e40f9030,V1,7b6ce83bd3f4f94b,mbere,kanyumbora,0,7
21370,f6546e85e40f9030,V3,49853c3bc611f0b5,mbere,kanywambora,0,8
7091,403ad41fedb3287f,V2,da7f12e77afc0474,mbere,kiburu,0,4
7090,403ad41fedb3287f,V1,2ba1b29d55f75705,mbere,kiganjo,0,7
17069,b3e21133a101f751,V6,d727eb4b9decb8d7,mbere,knoll the,0,8
3400,1b196028af99dbf1,V1,f0579f0172baaf72,mbere,mbita sublocation,0,15
17071,b3e21133a101f751,V8,4a268be1cad4ab52,mbere,south kinangop forest station,0,27
18829,cd0a39ff27413b22,V3,3b22c784d79f8dc4,mbere,uruku sublocation,0,16
18832,cd0a39ff27413b22,V8,25da6d68323986dd,mbere,urukusublocation,0,15
15496,9e95fb4fe66df29d,V3,d78c76edeedf4885,mbogiti,gacharage sublocation,0,17
19193,d1e080d58208d6f2,V9,310dc8e3700cf830,mccleods farm,thithina sublocation,0,18
19191,d1e080d58208d6f2,V3,596fc13df6a2faca,mccleods farm,thithinasublocation,0,17
16128,a6a54f39aab736eb,V9,fbf44eb5e8e65574,mcconnell,tighnabruaich estate,0,18
10700,68f02020f6e739dd,V9,cc90d4db09016430,mcecherns farm,karati settlement,0,16
10699,68f02020f6e739dd,V8,a2511204ef4141d9,mcecherns farm,karatisettlement,0,15
